time,speed_compact_summer_test1,speed_compact_summer_test2,speed_compact_summer_test3,speed_compact_summer_test4,speed_compact_summer_test5,speed_compact_allSeason_test1,speed_compact_allSeason_test2,speed_compact_allSeason_test3,speed_compact_allSeason_test4,speed_compact_allSeason_test5,speed_compact_winter_test1,speed_compact_winter_test2,speed_compact_winter_test3,speed_compact_winter_test4,speed_compact_winter_test5,speed_sedan_summer_test1,speed_sedan_summer_test2,speed_sedan_summer_test3,speed_sedan_summer_test4,speed_sedan_summer_test5,speed_sedan_allSeason_test1,speed_sedan_allSeason_test2,speed_sedan_allSeason_test3,speed_sedan_allSeason_test4,speed_sedan_allSeason_test5,speed_sedan_winter_test1,speed_sedan_winter_test2,speed_sedan_winter_test3,speed_sedan_winter_test4,speed_sedan_winter_test5,speed_suv_summer_test1,speed_suv_summer_test2,speed_suv_summer_test3,speed_suv_summer_test4,speed_suv_summer_test5,speed_suv_allSeason_test1,speed_suv_allSeason_test2,speed_suv_allSeason_test3,speed_suv_allSeason_test4,speed_suv_allSeason_test5,speed_suv_winter_test1,speed_suv_winter_test2,speed_suv_winter_test3,speed_suv_winter_test4,speed_suv_winter_test5
39.07,25.766,25.739,25.754,25.835,26.057,25.505,25.076,25.835,24.903,25.324,24.823,25.065,26.498,25.726,26.499,24.168,24.693,24.173,25.382,24.054,23.857,25.488,24.344,24.015,23.566,24.54,23.266,25.38,25.394,23.531,25.269,24.243,23.381,24.123,24.429,23.613,25.315,24.628,23.793,25.064,24.973,25.65,24.32,NaN,23.97
39.08,26.111,26.566,26.75,25.84,25.689,25.158,24.218,24.508,25.495,25.809,24.784,26.389,24.857,25.831,25.727,24.124,24.658,24.98,24.368,24.084,24.742,24.442,24.721,24.323,24.242,25.107,24.066,25.281,24.772,25.418,24.154,24.702,23.427,24.911,24.777,24.445,NaN,24.502,23.36,23.844,26,25.033,24.989,25.037,23.632
39.09,26.069,25.564,25.559,25.199,25.662,25.495,25.522,26.228,25.442,24.75,25.298,24.6,26.342,25.675,25.438,25.418,24.537,24.32,24.86,25.407,22.993,24.762,24.371,25.575,24.108,23.512,23.353,24.824,25.466,24.427,24.253,23.885,24.484,25.142,23.416,24.136,24.723,24.03,23.529,23.968,24.73,24.3,23.736,24.342,23.573
39.1,26.124,26.402,25.421,25.679,24.748,24.863,24.87,25.36,25.357,26.774,25.544,26.209,25.835,25.474,25.884,24.466,24.176,24.893,25.299,24.865,NaN,24.588,24.868,24.894,25.337,23.511,23.893,24.805,25.151,25.78,24.479,25.018,24.581,23.443,24.829,24.42,24.509,24.622,24.315,24.682,24.604,23.138,25.176,24.789,24.859
39.11,24.411,26.088,24.662,24.972,26.028,25.107,26.023,25.079,25.261,25.508,25.588,25.459,NaN,23.966,25.847,25.491,25.626,NaN,24.393,23.37,24.247,25.979,23.986,25.408,25.184,24.586,25.61,24.344,24.957,24.487,24.604,24.683,24.171,24.164,24.549,24.522,25.582,23.885,23.869,23.725,24.535,25.021,24.365,NaN,24.275
39.12,25.645,25.26,25.696,24.933,24.806,25.419,25.193,25.511,NaN,26.492,25.594,25.511,26.199,25.908,25.594,23.33,25.655,NaN,25.35,24.614,25.262,24.511,24.467,23.778,24.993,24.364,24.03,24.918,24.228,25.368,24.477,NaN,23.675,NaN,24.119,23.703,24.686,25.265,25.231,25.826,24.763,24.81,24.14,24.807,25.199
39.13,26.461,25.812,25.734,26.109,25.263,24.143,24.394,24.989,25.223,25.849,24.55,24.794,NaN,26.688,26.138,24.885,25.128,23.826,25.15,25.332,24.669,24.712,24.691,24.886,24.303,23.802,24.625,25.38,23.589,24.328,24.915,23.914,24.187,25.29,23.679,23.54,24.22,23.162,25.098,25.316,24.324,25.813,24.32,NaN,22.913
39.14,25.494,25.823,24.79,25.917,24.604,24.659,25.866,25.761,25.796,25.991,25.182,25.919,26.673,25.655,25.601,24.087,25.244,24.256,24.897,24.922,23.5,25.614,24.918,25.567,23.993,24.921,24.88,23.258,24.546,25.327,23.875,25.249,24.905,25.417,24.134,22.486,25.151,24.2,23.353,24.337,24.396,25.292,23.448,23.766,24.108
39.15,25.5,26.84,25.764,26.463,25.807,24.924,25.092,25.323,23.757,25.582,24.916,24.946,NaN,25.001,25.811,23.983,25.131,23.843,24.35,24.154,23.832,25.607,24.217,25.561,24.79,24.671,24.572,25.899,23.608,NaN,24.475,25.875,24.262,25.224,24.87,23.719,25.382,23.461,24.602,24.384,24.11,24.129,23.795,24.095,25.026
39.16,25.76,24.454,26.015,26.194,25.29,25.53,24.691,25.633,25.337,26.517,25.157,25.762,25.012,24.672,25.2,24.831,25.767,25.322,24.829,24.857,24.699,24.577,23.654,24.501,24.413,23.784,23.48,NaN,24.03,25.138,24.193,NaN,25.335,25.313,25.031,24.601,25.609,25.177,24.504,24.251,23.852,24.605,24.418,23.544,23.935
39.17,25.67,25.971,25.309,26.723,25.696,24.656,25.175,25.627,24.344,25.522,25.388,25.254,25.404,25.15,25.391,23.236,24.277,24.773,25.342,23.89,24.948,25.3,24.004,24.488,24.263,24.627,24.472,24.573,23.344,24.547,23.145,25.375,24.458,24.775,23.328,24.591,24.789,25.132,24.446,24.937,25.02,24.747,23.476,23.428,24.146
39.18,24.564,25.842,25.47,25.396,25.732,25.655,25.147,25.047,25.678,25.444,25.154,24.579,26.06,24.589,25.319,23.881,25.205,24.195,24.628,24.34,24.869,25.493,24.873,24.256,24.871,24.135,25.643,25.081,24.677,24.147,24.054,24.497,24.208,24.894,25.214,23.529,24.518,23.876,24.857,23.483,24.114,25.926,22.942,23.028,24.671
39.19,25.921,27.038,NaN,26.51,25.621,24.38,25.146,26.246,25.779,25.411,25.499,25.937,25.299,24.326,25.752,24.829,24.735,NaN,24.536,23.133,25.02,26.032,25.274,24.511,24.955,23.617,24.936,25.628,24.489,23.719,23.729,26.044,24.44,24.798,24.667,24.332,NaN,NaN,24.51,24.453,24.99,23.556,24.673,24.266,23.344
39.2,25.055,25.787,24.88,25.31,26.352,24.449,25.279,26.313,25.674,25.801,25.618,25.052,26.05,25.368,26.106,24.097,25.283,23.421,24.319,24.226,23.998,25.04,24.06,24.873,23.618,24.531,24.476,23.941,25.114,NaN,24.869,25.081,24.265,25.177,24.318,24.186,24.212,23.633,24.278,24.236,25.322,24.674,24.174,23.644,24.137
39.21,25.323,25.959,26.38,26.045,24.883,24.975,25.178,25.668,24.86,25.592,26.75,25.625,25.239,25.733,24.683,23.674,24.78,24.447,25.14,25.088,23.414,25.063,23.621,24.655,23.893,23.93,23.678,24.297,23.819,24.381,24.736,25.529,24.961,25.474,24.254,22.863,24.956,24.598,23.203,23.854,25.293,24.771,24.808,25.051,23.794
39.22,26.293,24.037,25.615,25.023,24.557,24.688,24.502,24.813,24.945,25.942,26.101,25.775,26.029,26.385,25.827,24.408,25.672,25.161,23.605,25.207,25.136,25.932,24.768,24.614,25.115,24.795,24.891,25.586,24.635,NaN,24.96,24.614,24.907,25.781,23.973,24.168,23.975,25.426,24.564,24.79,25.768,24.52,24.661,23.826,24.386
39.23,25.51,25.203,26.263,24.322,25.64,25.659,NaN,24.636,25.496,26.961,25.945,NaN,24.325,24.572,25.04,22.962,25.102,23.451,24.591,23.789,24.479,25.128,24.395,NaN,24.43,23.641,24.831,24.157,25.255,25.399,25.468,25.12,24.681,24.452,24.228,22.901,24.714,25.175,24.12,23.903,24.865,23.158,24.493,23.645,23.467
39.24,25.583,25.839,24.363,25.182,25.057,25.352,25.164,25.702,23.909,25.492,24.34,24.262,26.041,25.886,24.992,25.136,24.549,23.536,23.414,24.623,24.534,23.676,24.416,23.932,24.912,24.681,24.549,25.166,25.502,24.195,24.622,24.809,24.484,25.006,24.416,23.994,25.159,24.795,24.616,23.879,25.984,24.901,24.355,24.125,24.401
39.25,25.52,24.933,25.398,25.454,25.664,24.908,24.822,25.887,NaN,24.854,25.695,25.854,26.074,25.561,25.682,24.634,25.697,NaN,26.201,23.446,23.383,24.606,23.58,25.003,25.139,24.662,24.939,24.948,23.26,24.125,23.885,24.781,25.108,25.526,24.643,23.651,24.951,NaN,24.674,24.8,25.157,25.203,24.336,23.462,24.154
39.26,25.91,25.902,26.482,25.788,25.758,24.791,NaN,24.559,26.102,26.411,24.584,26.162,25.754,NaN,26.688,24.041,24.969,25.19,24.342,24.733,24.026,25.161,25.393,23.216,25.974,24.45,24.816,24.456,24.638,24.639,23.445,NaN,24.127,24.256,23.842,24.512,25.121,24.105,24.011,24.807,25.25,23.728,25.9,24.141,24.22
39.27,24.78,26.255,25.566,NaN,25.72,NaN,NaN,24.981,25.321,25.161,25.925,25.879,25.338,25.633,NaN,23.42,25.582,24.107,24.676,24.388,25.451,24.838,25.151,24.669,25.071,24.139,25.561,24.999,24.864,23.535,24.436,24.501,24.385,25.16,25.581,22.801,24.514,24.258,24.684,24.607,25.42,24.409,23.5,23.071,24.412
39.28,25.132,24.887,25.396,24.748,25.929,24.613,23.509,26.986,25.181,26.744,26.571,25.26,25.937,25.933,25.644,24.184,26.213,23.797,24.239,24.103,24.907,23.75,NaN,23.675,23.968,24.15,25.07,25.557,24.246,25.564,24.59,24.27,24.352,24.432,23.621,25.447,25.025,23.203,24.742,24.886,23.924,23.873,23.159,23.98,24.996
39.29,25.016,25.868,26.131,25.021,26.507,25.308,24.715,25.104,25.428,24.712,24.851,25.869,25.562,25.893,26.058,24.269,24.678,NaN,25.329,24.978,24.425,26.154,23.833,24.736,24.491,24.269,23.868,25.018,24.865,24.895,24.792,NaN,23.755,25.4,24.477,24.111,24.242,24.207,23.575,24.285,23.235,24.859,23.697,24.547,24.592
39.3,26.204,25.541,25.944,24.431,26.014,24.691,25.698,24.399,25.821,26.462,23.908,25.499,25.255,26.315,25.09,24.032,25.51,23.322,25.25,25.056,24.904,NaN,23.772,NaN,25.742,23.848,24.146,26.062,24.525,24.228,24.373,24.551,24.112,24.699,23.572,23.68,24.999,24.856,23.82,24.843,25.469,25.494,24.087,23.445,23.635
39.31,25.824,26.153,26.935,25.966,25.764,24.663,25.324,25.092,24.488,26.12,25.486,25.685,25.304,25.711,26.543,23.812,24.964,25.274,25.056,24.016,24.731,25.549,24.9,24.671,24.707,24.48,25.055,24.447,24.613,24.401,23.481,24.87,24.441,24.287,24.004,24.151,25.232,24.866,23.564,25.316,24.867,25.767,23.694,23.49,23.914
39.32,25.839,25.425,25.495,25.57,25.79,25.12,25.129,25.761,26.186,26.293,24.967,26.228,25.154,26.157,NaN,24.079,24.366,23.422,NaN,25.253,23.964,25.447,24.115,24.539,25.167,24.876,24.883,24.982,23.806,NaN,24.365,NaN,24.293,23.589,23.269,22.736,24.66,23.944,NaN,24.848,25.469,24.307,23.709,24.436,24.437
39.33,26.465,26.772,25.389,24.97,23.879,24.458,NaN,25.224,24.823,26.536,24.603,25.715,26.162,25.253,26.535,24.778,25.019,NaN,23.637,24.542,24.362,25.048,24.661,25.11,24.212,25.271,24.472,23.487,25.015,24.418,24.955,24.866,24.406,25.324,24.228,23.892,24.999,24.986,23.748,24.185,25.305,24.865,25.042,NaN,23.556
39.34,24.959,25.828,25.386,26.004,25.175,25.23,25.585,24.447,23.797,25.804,25.901,25.463,25.842,25.42,25.98,23.12,24.548,22.762,23.962,24.157,25.095,24.873,23.33,24.149,25.404,24.65,24.627,25.781,24.485,24.915,24.816,24.793,24.068,24.562,22.687,24.148,24.898,24.217,24.286,25.458,24.691,25.167,25.046,23.674,24.972
39.35,25.713,24.688,26.196,25.57,25.418,24.787,25.292,25.024,25.15,26.657,24.733,25.605,NaN,25.768,25.635,24.171,24.284,NaN,25.409,24.869,25.042,25.555,24.717,24.189,24.822,23.752,23.364,24.857,23.97,25.383,24.667,24.343,25.017,24.7,24.554,23.549,24.941,24.555,24.155,25.182,24.607,25.436,24.07,24.297,25.104
39.36,25.758,25.578,25.628,26.463,25.398,25.105,25.395,25.206,25.88,26.545,25.141,24.737,25.584,24.956,25.51,23.838,25.225,23.153,25.092,24.894,24.302,23.288,24.8,24.405,25.55,25.038,24.951,24.931,24.63,24.757,24.885,23.979,23.507,24.947,24.769,23.918,25.306,NaN,24.373,25.039,24.595,24.645,24.844,25.001,23.918
39.37,25.876,26.154,25.993,24.92,25.771,25.686,25.093,26.14,25.188,26.406,24.679,25.14,25.687,26.081,25.912,23.548,25.058,24.773,24.327,24.531,23.734,25.221,24.533,25.532,24.754,24.557,24.194,25.838,24.303,24.72,NaN,24.794,24.288,24.959,24.67,22.779,25.119,NaN,25.088,25.053,25.209,24.654,24.956,25.288,23.554
39.38,25.72,25.947,NaN,26.078,25.552,25.266,24.527,25.245,25.148,26.587,25.668,26.14,26.025,25.796,25.462,24.586,25.15,24.548,23.62,24.14,23.711,23.973,25.064,24.662,25.313,24.328,24.879,25.025,24.445,24.883,24.53,24.968,24.013,23.85,23.622,24.76,25.316,23.631,24.142,24.988,25.256,NaN,24.988,24.22,23.61
39.39,26.228,26.032,26.444,24.91,25.935,25.688,25.389,24.773,25.112,25.034,24.169,26.559,25.78,26.748,25.656,23.454,24.728,24.421,24.656,24.725,25.428,24.397,24.246,23.644,23.947,24.522,23.997,24.45,24.542,24.628,23.192,24.774,24.671,24.377,23.853,22.907,24.089,24.473,23.076,23.658,24.906,23.968,24.468,24.368,22.657
39.4,25.083,24.92,24.882,25.901,24.872,24.46,25.213,24.829,25.289,26.869,24.498,25.618,25.42,24.873,NaN,24.333,25.049,25.616,24.86,24.571,25.862,25.392,23.613,25.002,25.085,24.677,24.659,23.62,25.043,24.24,24.415,23.444,23.038,24.629,23.309,22.733,23.655,23.576,23.842,24.885,25.005,25.304,24.34,25.131,22.845
39.41,26.085,25.577,25.077,25.251,25.936,25.646,23.963,24.566,24.859,NaN,24.623,25.554,25.989,25.385,25.585,24.203,24.136,24.442,24.654,24.848,25.057,26.018,24.825,24.168,24.48,25.171,24.833,25.224,23.335,25.053,24.773,25.07,24.546,25.444,24.3,23.532,NaN,24.902,23.308,25.31,24.591,24.956,23.888,24.009,23.396
39.42,25.687,25.927,25.643,24.733,26.326,24.395,25.197,25.88,24.585,26.763,25.782,25.365,25.841,26.017,NaN,23.375,26.164,25.306,25.063,24.23,24.335,23.795,24.896,24.602,23.33,25.805,24.04,24.144,23.767,24.635,23.984,25.475,23.867,25.184,23.87,23.419,24.325,23.354,23.768,24.62,24.61,24.722,23.65,24.358,24.124
39.43,26.209,25.477,26.234,25.845,25.757,24.835,25.163,25.123,24.359,25.841,24.333,25.85,25.195,25.13,25.725,24.174,24.701,24.684,23.658,24.232,24.279,25.176,23.655,24.558,25.273,23.858,25.259,24.497,22.962,24.787,25.611,25.16,24.675,24.603,23.389,23.982,25.253,24.294,22.815,24.344,24.027,25.363,23.778,23.96,25.004
39.44,25.908,26.052,26.156,25.958,26.066,24.253,24.408,26.006,24.228,26.039,26.227,26.693,24.955,NaN,26.144,24.44,24.619,25.174,25.43,24.558,23.203,24.716,24.82,24.888,NaN,24.663,24.284,24.878,23.984,24.254,24.971,23.959,23.827,24.035,23.758,23.207,24.437,24.438,24.855,23.405,25.807,24.584,24.862,23.843,23.807
39.45,25.792,26.411,25.491,25.384,25.533,24.67,24.065,24.576,25.925,25.961,25.158,25.345,24.578,24.638,25.533,23.353,24.069,23.915,25.023,24.593,25.422,24.565,24.932,24.709,24.53,23.554,24.333,25.447,25.311,24.55,24.973,24.795,25.051,24.773,24.823,22.728,24.655,25.463,24.645,24.148,24.637,23.997,24.34,24.511,25.555
39.46,25.921,26.008,25.52,24.802,24.627,25.016,24.796,24.301,25.675,26.41,25.456,26.082,26.243,NaN,25.215,24.913,25.046,NaN,24.644,24.547,23.457,24.765,25.289,24.186,24.745,24.452,24.495,24.815,23.633,24.448,NaN,NaN,23.203,25.873,24.507,24.094,24.626,25.622,24.452,25.588,25.395,24.809,23.044,24.131,24.728
39.47,26.397,25.748,24.474,25.508,25.807,24.558,24.623,25.394,25.295,26.49,25.417,24.229,26.056,25.782,NaN,23.948,24.963,25.26,24.21,23.679,24.598,25.337,25.09,24.935,NaN,23.076,24.476,25.146,24.221,25.707,23.892,25.002,23.884,25.301,24.193,23.887,25.591,25.163,24.152,23.631,25.477,24.539,23.852,25.368,24.749
39.48,24.703,25.96,25.988,26.142,24.846,25.306,24.036,25.805,24.67,25.61,25.924,26.387,26.16,25.544,25.737,24.341,25.489,25.391,24.595,25.204,25.047,23.417,23.709,24.301,24.154,24.466,23.709,25.451,23.966,25.652,25.013,25.133,24.699,23.876,24.899,23.913,25.759,24.341,24.695,25.25,24.816,25.211,24.339,24.871,24.375
39.49,26.48,26.27,25.418,25.371,24.925,25.953,24.62,24.401,25.791,26.935,24.61,26.099,25.324,26.354,24.678,24.344,24.337,25.071,24.677,25.886,24.938,24.809,24.362,NaN,24.797,24.435,24.644,24.855,25.616,24.68,23.383,25.224,24.821,24.919,24.46,24.309,23.82,24.537,24.087,23.763,23.801,25.755,24.881,23.499,24.053
39.5,25.382,26.17,25.835,25.466,26.295,25.499,25.657,25.138,26.144,25.047,25.1,25.485,25.78,25.822,25.852,25.22,24.791,24.112,NaN,23.636,24.41,25.248,24.781,24.739,24.281,24.896,24.181,25.057,25.065,24.435,23.281,24.929,24.066,24.144,24.397,23.502,25.014,24.607,24.993,24.564,24.011,23.918,24.744,23.028,23.724
39.51,26.646,25.981,25.264,25.772,26.275,25,24.398,25.642,25.293,NaN,25.146,25.55,26.401,24.262,24.874,24.343,24.772,22.817,24.752,25.14,23.975,24.55,24.856,24.155,25.244,24.664,24.833,24.296,24.48,24.294,24.413,25.509,24.515,24.794,23.099,23.607,25.411,NaN,23.545,25.074,25.208,24.612,22.968,25.154,23.783
39.52,26.51,25.95,25.648,26.098,25.527,25.265,24.296,25.542,25.212,26.185,24.51,24.543,25.936,26.293,25.01,24.227,23.887,23.718,24.408,23.517,23.743,24.343,24.652,24.673,25.338,24.956,25.302,NaN,24.521,24.54,24.563,24.63,25.141,25.291,24.64,22.782,NaN,24.271,24.478,24.988,25.189,23.192,24.391,24.499,23.667
39.53,25.422,25.783,25.883,24.149,24.989,25.914,25.521,25.213,24.761,25.643,25.39,26.092,25.646,26.37,25.772,23.674,24.482,24.681,24.851,24.247,24.897,24.479,25.117,24.457,25.856,23.281,23.83,24.17,25.338,24.107,23.903,25.561,23.58,24.79,23.502,23.416,24.023,24.161,23.515,25.651,25.271,25.167,24.139,23.728,23.199
39.54,25.272,24.725,25.304,25.524,24.969,25.029,24.998,26.12,25.856,25.172,25.245,26.882,26.744,25.856,25.638,23.222,25.737,24.83,24.958,24.144,24.711,24.825,24.077,25.178,24.811,24.863,22.889,25.064,24.816,24.989,24.701,24.357,23.872,24.228,24.506,23.452,24.535,23.119,23.993,25.388,25.116,24.948,24.764,24.63,24.179
39.55,26.421,25.282,25.671,25.363,25.505,24.471,24.875,25.586,25.379,26.028,25.647,25.625,26.203,26.132,25.902,24.465,24.78,24.572,23.864,24.289,25.308,24.943,25.017,24.263,NaN,23.74,23.605,25,24.989,25.272,NaN,25.822,24.847,25.032,23.612,24.291,24.992,25.163,25.132,25.112,25.071,24.94,24.217,23.98,24.055
39.56,24.708,25.632,26.696,25.324,26.617,25.42,25.855,25.759,25.642,25.798,24.611,NaN,25.819,24.937,25.541,22.507,24.938,23.249,25.137,25.312,24.644,24.807,24.496,23.912,24.449,25.88,24.683,24.953,24.849,25.377,25.392,24.483,24.704,NaN,24.93,24.524,25.168,23.76,23.788,25.219,23.875,25.358,24.48,23.21,24.521
39.57,25.637,25.27,25.332,25.315,24.768,25.444,25.226,24.699,25.171,24.716,26.049,24.992,26.04,25.32,25.276,25.389,24.972,23.276,24.598,25.016,24.126,24.907,23.006,25.081,NaN,25.045,25.268,25.136,24.463,25.241,22.999,25.276,24.36,24.862,23.419,23.692,24.807,24.896,23.766,24.382,24.58,24.287,25.458,24.585,23.59
39.58,25.289,24.749,27.007,24.683,25.079,25.777,25.212,25.503,24.989,25.851,25.453,26.119,26.184,26.009,25.502,24.509,26.127,23.905,25.738,24.16,24.135,24.177,NaN,NaN,25.177,25.45,24.234,25.014,24.482,24.297,23.384,25.155,24.28,24.146,24.548,24.486,25.514,24.95,24.195,23.954,24.689,24.742,24.587,24.183,24.111
39.59,25.833,24.896,25.162,24.961,25.022,24.882,24.507,24.795,25.653,26.551,26.033,25.705,24.891,25.758,25.262,23.991,24.719,24.693,25.63,25.019,25.041,25.626,24.329,25.65,24.723,24.539,24.68,25.466,24.794,24.694,24.629,23.655,24.905,25.191,23.315,24.571,23.92,24.741,24.56,23.882,24.924,23.737,23.587,25.049,23.311
39.6,24.75,26.292,26.012,25.517,26.066,25.137,25.358,25.759,NaN,25.839,25.065,26.758,26.515,25.335,25.793,23.834,25.65,23.792,25.162,23.897,24.688,24.497,23.961,25.58,24.501,25.189,25.583,24.867,23.413,25.066,NaN,24.451,24.025,25.623,23.109,24.016,24.812,24.422,23.36,24.717,24.358,25.275,23.716,23.06,23.278
39.61,25.447,26.423,25.456,24.996,24.784,24.876,24.377,26.196,25.584,26.492,24.984,26.059,25.826,25.689,26.127,24.649,25.197,24.012,24.933,23.978,25.305,25.05,24.62,24.654,24.969,25.255,24.713,25.407,25.318,24.17,24.155,25.398,24.059,24.522,24.608,23.355,24.213,NaN,24.841,24.553,24.692,24.615,24.192,23.401,23.067
39.62,25.768,25.464,24.587,25.951,25.722,23.525,25.17,26.332,NaN,26.331,25.028,24.426,27.145,25.231,26.512,25.007,25.224,24.762,25.984,23.79,25.564,25.05,23.646,24.742,25.326,24.284,23.862,24.491,24.669,24.104,24.811,24.997,24.034,25.716,24.28,24.151,24.962,24.734,24.196,24.22,25.361,24.752,24.404,22.902,24.824
39.63,25.857,25.754,24.247,25.158,24.669,25.168,25.135,25.6,26.085,25.172,25.307,25.576,25.533,25.536,26.503,24.113,24.65,23.774,24.86,23.726,25.335,24.874,25.165,24.746,24.72,24.604,24.234,25.946,25.222,24.684,NaN,NaN,24.507,23.87,24.257,24.396,24.449,23.495,24.589,24.19,25.407,25.968,24.105,23.491,23.309
39.64,26.039,25.86,25.755,25.057,26.174,25.314,24.739,24.365,25.466,25.247,25.12,25.646,25.88,24.863,26.794,23.798,24.071,NaN,24.795,23.859,24.421,25.076,23.929,24.617,23.523,24.03,24.892,24.686,25.043,23.908,23.968,25.162,24.173,24.287,24.148,24.651,23.706,25.081,24.088,24.937,25.364,24.951,23.729,NaN,24.02
39.65,26.177,26.243,25.066,24.888,26.349,25.759,24.774,25.914,24.536,25.062,24.674,25.329,26.37,25.316,NaN,23.736,24.731,23.607,25.127,24.211,24.535,23.862,24.76,23.716,25.853,24.132,24.549,25.278,24.927,25.097,23.305,24.627,24.583,24.257,23.684,22.755,24.344,25.524,24.345,24.644,23.596,25.172,24.254,24.425,24.526
39.66,25.546,26.109,25.281,26.001,24.651,25.445,25.76,25.204,24.749,26.41,25.732,24.983,26.012,25.82,25.63,24.375,25.608,24.845,24.999,23.617,24.955,24.924,24.542,25.203,25.119,24.74,24.204,24.035,23.319,24.669,23.122,25.053,24.488,25.598,24.424,24.356,24.977,24.904,23.799,25.161,23.861,24.728,24.68,24.262,23.254
39.67,24.855,25.847,23.984,25.298,26.205,24.169,25.154,25.718,24.203,27.035,25.439,25.146,24.854,26.822,25.572,23.965,24.651,25.09,23.955,25.144,25.512,24.697,23.698,25.495,23.962,24.991,24.866,25.049,23.984,24.849,24.411,24.355,24.656,23.285,24.306,23.732,25.52,24.222,23.853,24.662,25.01,24.556,24.487,24.556,24.76
39.68,25.678,24.656,25.947,25.048,24.236,25.161,23.873,24.671,24.597,25.42,24.848,25.646,26.06,24.196,25.774,24.057,24.219,25.071,24.153,23.739,24.399,25.211,24.806,24.907,24.371,24.428,24.231,25.056,24.287,NaN,23.994,24.836,24.757,25.756,23.626,24.05,25.168,23.48,24.186,24.681,25.937,24.656,23.445,24.289,24.191
39.69,25.063,26.904,26.084,25.296,25.803,25.17,NaN,25.051,26.039,24.865,25.338,25.625,25.686,25.699,26.168,24.297,25.219,23.945,25.407,24.722,24.703,24.583,24.442,25.179,25.517,23.273,24.847,NaN,24.541,24.551,24.257,24.588,25.676,NaN,23.864,24.106,25.209,24.485,25.017,25.108,25.29,25.248,23.855,23.958,23.394
39.7,25.578,25.79,24.892,24.431,25.56,25.4,24.122,25.581,25.828,26.745,25.182,25.411,25.516,26.594,26.09,23.723,24.164,24.808,25.848,22.875,24.809,24.544,24.608,24.831,25.902,24.696,24.842,23.75,24.016,24.36,24.829,25.132,24.693,24.95,23.943,24.173,25.632,24.301,24.746,24.929,24.965,24.705,24.736,23.497,23.187
39.71,24.305,26.372,25.221,24.931,24.954,25.105,25.051,25.468,25.814,25.906,25.142,26.111,26.232,25.513,25.276,23.521,25.413,22.941,24.704,25.152,25.256,24.931,25.12,24.653,24.826,24.53,24.016,25.955,23.872,24.951,24.696,25.229,24.546,24.509,24.611,22.997,24.449,24.951,24.205,24.198,24.854,23.894,23.852,24.099,25.766
39.72,25.529,26.157,26.049,25.895,26.467,24.877,25.399,25.716,26.04,25.815,25.004,26.432,26.229,NaN,24.876,24.709,25.225,24.772,25.274,23.244,24.539,25.119,24.317,24.879,25.328,24.919,24.725,25.066,24.782,25.521,24.279,24.923,23.758,24.534,24.675,23.838,25.751,23.471,23.975,23.906,24.876,24.833,25.374,25.3,24.131
39.73,26.491,25.008,26.359,26.606,25.151,25.1,23.282,25.734,24.802,NaN,25.017,25.809,24.986,25.691,26.659,23.283,24.566,24.737,24.748,25.356,24.034,23.248,24.555,24.01,24.452,24.439,24.256,23.978,24.956,26.003,24.005,25.232,23.833,24.841,24.33,24.464,24.814,25.326,24.765,24.183,25.243,24.435,24.879,24.463,24.226
39.74,24.785,25.07,25.435,25.158,25.594,25.18,24.738,25.226,26.476,26.589,25.377,25.555,24.924,25.171,25.075,23.77,25.237,24.166,25.146,24.192,25.223,24.274,24.11,24.34,23.223,24.447,24.183,24.982,24.184,23.912,24.432,25.182,24.88,25.521,24.436,23.994,25.363,24.315,24.39,23.912,24.492,23.897,25.007,24.018,24.233
39.75,25.922,25.89,26.062,25.272,25.704,23.963,24.837,25.002,25.482,26.243,25.392,25.111,24.804,25.535,26.357,24.579,25.506,23.205,24.058,23.947,24.835,25.218,24.645,24.71,23.61,25.032,24.645,25.168,24.555,NaN,23.233,23.861,23.719,24.916,24.366,22.732,24.077,23.779,24.674,24.764,25.097,24.901,24.329,24.339,23.73
39.76,25.926,26.119,25.549,25.995,25.989,25.58,25.457,25.017,25.103,25.618,25.066,25.247,24.594,25.83,24.401,24.081,25.636,24.951,25.739,24.378,24.989,25.794,24.324,25.325,24.355,23.104,24.897,24.673,25.293,26.29,24.107,25.134,24.594,24.876,23.162,23.616,24.873,24.707,24.522,25.264,24.486,24.336,24.563,22.287,24.526
39.77,25.391,25.308,24.905,26.676,26.203,24.721,26.394,25.514,25.121,NaN,25.198,25.657,25.626,25.689,25.084,23.17,24.844,24.831,25.415,23.684,24.932,23.895,23.393,24.995,24.904,24.131,24.882,24.364,24.378,25.054,24.274,24.222,24.772,25.597,23.432,24.044,24.419,23.329,24.225,25.344,24.752,23.465,24.164,24.145,23.673
39.78,26.066,24.604,24.687,25.249,26.103,25.897,NaN,24.264,24.377,25.017,25.669,25.082,25.864,26.94,25.905,24.071,25.396,23.807,24.573,23.77,25.013,24.521,24.07,24.336,24.69,24.304,25.588,24.897,22.647,NaN,24.718,24.835,24.563,25.473,24.4,23.082,25.183,24.004,24.875,23.654,23.635,24.666,23.289,22.587,23.775
